,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,プロジェクト期,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時,プロジェクトコスト_実績,プロジェクトコスト_被援助国負担額,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクトコスト_被援助国負担額_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,file,事業形態,分野,案件名,left_4,連番
2928,0,,,1,マダガスカル,2012,マダガスカル事務所,,514百万円,502百万円,,514000000,502000000,,2006年1月13日,,2006年1月13日,2007年3月23日,,14,高い,,高い,高い,高い,97.7%,94.1%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0511900_4_f.pdf,無償,保健・医療,マジュンガ州母子保健施設整備計画,マジュン,1
1079,1079,1079.0,1079.0,1,マダガスカル,2012,Value Frontier 株式会社,石森康一郎,"6億8,000万円","8億1,315万円","5,300万円",680000000,813150000,53000000,1998年4月,2003年3月,1998年4月,2003年3月,60,60,中程度,,低い,低い,低い,135%,163%,低い,,,低い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0605312_4_f.pdf,技協,水産,北西部養殖振興計画,北西部養,2
1080,1080,1080.0,1080.0,2,マダガスカル,2012,Value Frontier 株式会社,石森康一郎,,1億395万円,"2,200万円",,103950000,22000000,,,2003年12月,2006年5月,,30,中程度,,低い,低い,低い,135%,163%,低い,,,低い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0605312_4_f.pdf,技協,水産,北西部養殖振興計画,北西部養,1
1078,1078,1078.0,1078.0,1,マダガスカル,2012,マダガスカル事務所,,,280百万円,,,280000000,,2007年1月,2010年1月,2007年1月,2010年1月,37,37,高い,,高い,高い,高い,90.3%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0605329_4_f.pdf,技協,人口・家族計画,母子保健サービス改善プロジェクト,母子保健,1
2927,0,,,1,マダガスカル,2012,株式会社アイコンズ,伊藤治夫,10.32億円,10.32億円,,1032000000,1032000000,,2007年3月5日,2010年2月,2007年11月7日,2009年12月15日,35,25.3,高い,,高い,高い,高い,100%,72%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0615000_4_f.pdf,無償,教育,アンツィラナナ州及びトリアラ州小学校教室建設計画,アンツィ,1
2926,0,,,1,マダガスカル,2012,マダガスカル事務所,,578百万円,563百万円,,578000000,563000000,,2007年11月14日,,2007年11月14日,2009年5月20日,,18,高い,,中程度,中程度,中程度,98%,162%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0710400_4_f.pdf,無償,農業機械,アンチラベ農業機械化訓練センター拡張・機材整備計画,アンチラ,1
2925,0,,,1,マダガスカル,2012,マダガスカル事務所,,228百万円,175百万円,,228000000,175000000,,,,2008年6月12日,2009年9月21日,,15,高い,,中程度,中程度,中程度,77%,147%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0804400_4_f.pdf,無償,保健・医療,予防接種強化計画,予防接種,1
1076,1076,1076.0,1076.0,1,マダガスカル,2015,マダガスカル事務所,,180百万円,501百万円,,180000000,501000000,,2008年9月,2010年8月,2008年9月,2013年3月,24,55,中程度,,低い,低い,低い,278%,225%,低い,,,低い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0700711_4_f.pdf,技協,社会基盤一般,アッチモ・アンドレファナ県における給水施設維持管理能力と衛生行動改善プロジェクト,アッチモ,1
1077,1077,1077.0,1077.0,1,マダガスカル,2016,マダガスカル事務所,,340百万円,376百万円,,340000000,376000000,,2008年3月,2012年2月,2008年3月,2013年3月,48,61,高い,,高い,高い,中程度,112%,125%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0609389_4_f.pdf,技協,保健・医療,エイズ予防対策強化プロジェクト,エイズ予,1
1075,1075,1075.0,1075.0,1,マダガスカル,2017,マダガスカル事務所,,550百万円,552百万円,,550000000,552000000,,2011年3月,2014年9月,2011年3月,2014年9月,43,43,高い,,中程度,中程度,高い,100%,100%,低い,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0700691_4_f.pdf,技協,水産,北西部マジュンガ地区ティラピア養殖普及を通じた村落開発プロジェクト,北西部マ,1
1074,1074,1074.0,1074.0,1,マダガスカル,2021,マダガスカル事務所,,494百万円,579百万円,,494000000,579000000,,2011年9月,2016年8月,2012年2月,2018年3月,60,74,高い,,高い,高い,中程度,117%,123%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0800978_4_f.pdf,技協,環境問題,ムララノクロム総合環境保全・農村開発促進手法開発プロジェクト,ムララノ,1
2924,0,,,1,マダガスカル,2022,マダガスカル事務所,,860百万円,860百万円,,860000000,860000000,,2015年6月24日,2018年6月,2015年6月24日,2019年4月19日,36,46,高い,やや低い,高い,高い,高い,100%,124%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1461010_4_f.pdf,無償,基礎教育,第四次小学校建設計画,第四次小,1
1073,1073,1073.0,1073.0,1,マダガスカル,2024,マダガスカル事務所,,400百万円,409百万円,プロジェクト執務室の共益費（電気、水道、電話）,400000000,409000000,,2017年1月,2018年12月,2016年12月,2019年8月,24,33,高い,やや低い,高い,高い,やや低い,102%,138%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2024_1502119_4_f.pdf,技協,都市計画・土地造成,アンタナナリボ・トアマシナ経済都市軸（TaToM）総合開発計画策定プロジェクト,アンタナ,1
2966,0,,,1,マラウイ,2011,マラウイ事務所,,306百万円,259.8百万円,,306000000,259800000,0,2005年8月,2009年3月,2005年8月,2009年3月,44,44,高い,,高い,高い,高い,75%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0510000_4_f.pdf,無償,水資源開発,リロングウェ西地区地下水開発計画,リロング,3
2967,1,,,2,マラウイ,2011,マラウイ事務所,,371百万円,257.5百万円,,371000000,257500000,0,2006年7月,2009年3月,2006年7月,2009年3月,33,33,高い,,高い,高い,高い,75%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0510000_4_f.pdf,無償,水資源開発,リロングウェ西地区地下水開発計画,リロング,2
2968,2,,,3,マラウイ,2011,マラウイ事務所,,287百万円,213.8百万円,,287000000,213800000,0,2007年7月,2009年3月,2007年7月,2009年3月,21,21,高い,,高い,高い,高い,75%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0510000_4_f.pdf,無償,水資源開発,リロングウェ西地区地下水開発計画,リロング,1
2965,0,,,1,マラウイ,2011,マラウイ事務所,,691百万円,691百万円,,691000000,691000000,,2005年8月,2006年12月,2005年8月,2007年3月,16,19,高い,,高い,高い,中程度,100%,116%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0510100_4_f.pdf,無償,運輸交通一般,バラカ-サリマ間国道五号線橋梁架け替え計画,バラカ-,1
2964,0,,,1,マラウイ,2011,マラウイ事務所,,717百万円,678百万円,,717000000,678000000,,2006年11月,,2006年11月,2008年5月,,,高い,,高い,高い,中程度,94%,113%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0611700_4_f.pdf,無償,保健・医療,地方保健医療施設改善計画,地方保健,1
2963,0,,,1,マラウイ,2012,オクタヴィアジャパン株式会社,杉山悠子,"1,038百万円","1,035百万円",4.37百万円,1038000000,1035000000,4370000,2004年11月,2008年2月,2004年11月,2008年9月,27,34,高い,高い,高い,高い,中程度,99%,126%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0601100_4_f.pdf,無償,農業土木,ブワンジェバレー灌漑施設復旧計画,ブワンジ,1
1101,1101,1101.0,1101.0,1,マラウイ,2012,マラウイ国事務所,,284百万円,230百万円,,284000000,230040000,,,,2006年3月23日,2009年12月2日,,45,高い,高い,中程度,中程度,中程度,81%,127%,中程度,,,一部課題がある,評価の制約:本プロジェクトの計画時に設定されたプロジェクト目標および上位目標の指標に問題があったため、本事後評価では指標の見直しを行い、代替指標や追加指標を策定した上で、本プロジェクト目標および上位目標の達成度を検証した。,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0604838_4_f.pdf,技協,農業一般,小規模灌漑開発技術協力プロジェクト,小規模灌,1
2959,0,,,1,マラウイ,2012,オクタヴィアジャパン株式会社,杉山悠子,"1,033百万円","1,031百万円",4.37百万円,1033000000,1031000000,4370000,2004年11月,2008年2月,2004年11月,2008年9月,27,34,高い,,高い,高い,中程度,99%,126%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0802600_4_f.pdf,無償,農業土木,第二次ブワンジェバレー灌漑施設復旧計画,第二次ブ,1
1098,1098,1098.0,1098.0,1,マラウイ,2013,マラウイ国事務所,,,208百万円,,,208000000,,2006年12月,2010年12月,2006年12月,2010年12月,48,48,高い,,中程度,中程度,中程度,108%,100%,中程度,,,一部に課題があると判断される,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0604837_4_f.pdf,技協,教育,県教育開発計画制度化プロジェクト,県教育開,1
2956,0,,,1,マラウイ,2015,マラウィ事務所,,883百万円,851百万円,,883000000,851000000,,2010年2月17日,2012年4月,2010年2月17日,2012年7月31日,26,30,高い,,中程度,中程度,中程度,109%,127%,高い,,,高い,効率性のコストと期間は第1期と第2期を合わせたプロジェクト全体での評価値です。,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961710_4_f.pdf,無償,運輸交通一般、陸運,国道一号線南ルクル橋架け替え計画,国道一号,4
2957,1,,,2,マラウイ,2015,マラウィ事務所,,111百万円,109百万円,,111000000,109000000,,2012年3月30日,,2012年3月30日,2012年12月12日,,9,高い,,中程度,中程度,中程度,109%,127%,高い,,,高い,効率性のコストと期間は第1期と第2期を合わせたプロジェクト全体での評価値です。,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961710_4_f.pdf,無償,運輸交通一般、陸運,国道一号線南ルクル橋架け替え計画,国道一号,3
2948,0,,,1,マラウイ,2015,マラウイ事務所,,778百万円,653百万円,,778000000,653000000,,2011年1月26日,2012年8月,2011年1月26日,2012年11月19日,18,22,高い,,中程度,中程度,中程度,84%,120%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_1060770_4_f.pdf,無償,航空・空港,カムズ国際空港航空航法システム改修計画,カムズ国,1
2943,0,,,1,マラウイ,2015,マラウィ事務所,,883百万円,851百万円,,883000000,851000000,,2010年2月17日,2012年4月17日,2010年2月17日,2012年7月31日,26,29,高い,,中程度,中程度,中程度,109%,127%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_1161500_4_f.pdf,無償,道路,国道一号線南ルクル橋架け替え計画,国道一号,2
2944,1,,,2,マラウイ,2015,マラウィ事務所,,111百万円,109百万円,,111000000,109000000,,2012年3月30日,2012年12月12日,2012年3月30日,2012年12月12日,9,9,高い,,中程度,中程度,中程度,109%,127%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_1161500_4_f.pdf,無償,道路,国道一号線南ルクル橋架け替え計画,国道一号,1
2955,0,,,1,マラウイ,2016,マラウイ事務所,,426百万円,300百万円,,426000000,300000000,,2011年1月26日,2013年2月,2011年1月26日,2013年7月25日,25,30,高い,,高い,高い,中程度,70%,129%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1060810_4_f.pdf,無償,上水道、水資源開発,地下水開発計画,地下水開,1
2960,0,,,1,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,854百万円,743百万円,19百万円 (実績不明),854000000,743000000,19000000,2007年7月,2009年1月,2007年7月,2009年9月,18,27,高い,高い,中程度,中程度,中程度,87%,150%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0705900_4_f.pdf,無償,道路,ブランタイヤ市道路網整備計画（一次）,ブランタ,9
2961,1,,,2,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,465百万円,649百万円,,465000000,649000000,,2010年6月,2011年12月,2010年6月,2013年7月,18,37,高い,高い,中程度,中程度,中程度,140%,206%,中程度,,,一部課題がある,二次事業の計画期間は、当初計画の区間3、4、5の合計である18ヶ月を記載。実績期間は区間3のみの37ヶ月を記載。,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0705900_4_f.pdf,無償,道路,ブランタイヤ市道路網整備計画（一次）,ブランタ,8
2962,2,,,3,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,684百万円,684百万円,,684000000,684000000,,2013年12月,2015年4月,2014年8月,2015年10月,16,14,高い,高い,中程度,中程度,中程度,100%,86%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0705900_4_f.pdf,無償,道路,ブランタイヤ市道路網整備計画（一次）,ブランタ,7
1092,1092,1092.0,1092.0,1,マラウイ,2018,マラウイ事務所,,440百万円,378百万円,,440000000,378000000,,2011年7月,2015年6月,2011年7月,2015年7月,48,49,高い,,高い,高い,中程度,86%,102%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000097_4_f.pdf,技協,水資源開発,地方給水運営維持管理プロジェクト,地方給水,1
2949,0,,,1,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,854百万円,743百万円,19百万円,854000000,743000000,19000000,2007年7月,2009年1月,2007年6月,2009年9月,18,27,高い,,中程度,中程度,中程度,87%,150%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1060020_4_f.pdf,無償,道路、都市交通,ブランタイヤ市道路網整備計画（二次）,ブランタ,6
2950,1,,,2,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,465百万円,649百万円,,465000000,649000000,,2010年6月,2011年12月,2010年6月,2013年7月,18,37,高い,,中程度,中程度,中程度,140%,206%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1060020_4_f.pdf,無償,道路、都市交通,ブランタイヤ市道路網整備計画（二次）,ブランタ,5
2951,2,,,3,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,684百万円,684百万円,,684000000,684000000,,2013年12月,2015年4月,2014年8月,2015年10月,16,14,高い,,中程度,中程度,中程度,100%,86%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1060020_4_f.pdf,無償,道路、都市交通,ブランタイヤ市道路網整備計画（二次）,ブランタ,4
2936,0,,,1,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,854百万円,743百万円,19百万円,854000000,743000000,19000000,2007年7月,2008年12月,2007年7月,2009年9月,18,27,['高い'],,['中程度'],['中程度'],['中程度'],104%,150%,['中程度'],,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1360570_4_f.pdf,無償,道路,ブランタイヤ市道路網整備計画（三次）,ブランタ,3
2937,1,,,2,マラウイ,2018,株式会社かいはつマネジメント・コンサルティング,白井和子,465百万円,649百万円,,465000000,649000000,,2010年6月,2011年11月,2010年6月,2013年7月,18,37,['高い'],,['中程度'],['中程度'],['中程度'],104%,150%,['中程度'],,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1360570_4_f.pdf,無償,道路,ブランタイヤ市道路網整備計画（三次）,ブランタ,2
